x,y,z
133.7,13.7995,190.82
133.6,13.3589,188.29
133.58,12.7514,185.7
133.58,12.0714,183.09
133.61,11.5477,180.43
133.7,11.287,177.8
133.85,11.2063,175.21
134.06,11.3533,172.69
134.27,11.5995,170.27
134.38,11.9985,167.6
134.35,12.4175,165.01
134.19,12.7617,162.48
134.0,13.0382,159.88
133.79,13.2422,157.28
133.63,13.3014,154.8
133.59,13.2343,152.22
133.67,13.0556,149.64
133.82,12.8798,147.0
133.97,12.6962,144.38
134.1,12.4358,141.78
134.14,12.1259,139.19
134.17,11.7978,136.56
134.21,11.409,133.93
134.24,11.02,131.29
134.28,10.657,128.68
134.31,10.2262,126.07
134.34,9.8065,123.42
134.38,9.3947,120.73
134.42,9.0367,118.05
134.48,8.7909,115.41
134.54,8.5881,112.78
134.6,8.4259,110.17
134.66,8.3027,107.56
134.73,8.2128,104.95
134.8,8.2065,102.36
134.87,8.1988,99.71
134.93,8.2207,97.14
135.0,8.2049,94.56
135.07,8.2286,91.99
135.14,8.2108,89.42
135.21,8.2327,86.85
135.28,8.2064,84.27
135.34,8.2241,81.67
135.41,8.2211,79.06
135.48,8.2193,76.47
135.55,8.1744,73.85
135.62,8.1639,71.23
135.69,8.1758,68.57
135.76,8.1451,65.9
135.83,8.1416,63.19
135.9,8.1134,60.53
135.97,8.125,57.87
136.03,8.0907,55.2
136.1,8.0833,52.58
136.17,8.0816,50.01
136.24,8.0809,47.49
136.3,8.0478,44.92
136.37,8.0553,42.34
136.43,8.0281,39.85
136.5,8.0296,37.36
136.56,8.0124,34.89
136.63,8.0242,32.21
136.71,8.0016,29.52
136.78,8.0323,26.86
136.84,8.0484,24.25
136.91,8.0385,21.65
136.98,8.0683,19.06
137.05,8.0673,16.52
137.12,8.0922,14.01
137.19,8.069,11.48
137.26,8.0837,8.88
137.33,8.0748,6.27
137.4,8.0799,3.65
137.43,8.0976,2.42
137.43,8.0939,2.42
137.43,8.093,2.42
137.43,8.0933,2.42
137.43,8.0997,2.42
137.43,8.0645,2.42
137.43,8.076,2.42
137.43,8.06,2.42
137.43,8.0598,2.42
137.51,8.0661,2.44
137.76,8.0599,2.48
138.17,8.0675,2.49
138.78,8.0684,2.44
139.54,8.0877,2.34
140.46,8.0693,2.23
141.59,8.0615,2.16
142.43,8.0637,2.16
142.43,8.056,2.16
142.43,8.078,2.16
142.43,8.0579,2.16
142.43,8.0548,2.16
142.43,8.0613,2.16
142.43,8.0791,2.16
142.43,8.0495,2.16
142.43,8.0559,2.16
142.43,8.0547,2.18
142.41,8.0695,2.34
142.39,8.0554,2.66
142.4,8.0641,3.15
142.45,8.0746,3.79
142.56,8.0784,4.59
142.66,8.0824,5.56
142.7,8.0544,6.68
142.65,8.0444,7.99
142.51,8.0505,9.5
142.33,8.0503,11.19
142.2,8.0551,13.03
142.19,8.0345,15.03
142.3,8.0324,17.14
142.52,8.0087,19.43
142.72,7.9542,21.85
142.8,7.9312,24.35
142.74,7.8945,26.88
142.57,7.8403,29.43
142.37,7.826,32.0
142.17,7.8103,34.6
142.05,7.7652,37.16
142.06,7.734,39.71
142.2,7.7288,42.21
142.41,7.7056,44.71
142.62,7.6954,47.22
142.71,7.6726,49.69
142.66,7.6586,52.16
142.52,7.6679,54.58
142.32,7.6915,57.29
142.12,7.7295,59.97
141.98,7.765,62.65
141.98,7.7848,65.36
142.09,7.7672,68.07
142.21,7.8041,70.74
142.32,7.7975,73.33
142.43,7.8318,75.92
142.54,7.8716,78.41
142.64,7.8998,80.85
142.75,7.9146,83.3
142.87,7.9465,85.99
142.97,7.9582,88.46
143.08,7.9662,90.92
143.19,8.0042,93.4
143.29,8.0102,95.83
143.4,8.0105,98.26
143.5,7.9933,100.73
143.61,7.9993,103.18
143.71,7.9592,105.65
143.82,7.9292,108.13
143.92,7.8963,110.65
144.03,7.831,113.14
144.14,7.8248,115.63
144.25,7.8476,118.12
144.36,7.9038,120.59
144.49,8.0872,123.06
144.65,8.3792,125.73
144.84,8.8208,128.36
144.96,9.2876,130.95
144.98,9.7474,133.47
144.87,10.1891,135.98
144.67,10.6097,138.51
144.47,10.8434,141.06
144.35,10.9654,143.69
144.33,11.0562,146.14
144.41,11.026,148.6
144.51,11.017,151.05
144.6,11.0331,153.52
144.7,11.0412,156.02
144.8,11.0165,158.51
144.9,11.0186,160.96
145.01,11.0376,163.65
145.11,10.947,166.32
145.2,10.7713,168.99
145.29,10.539,171.67
145.38,10.3343,174.35
145.45,10.3324,176.93
145.5,10.4902,179.43
145.54,10.8958,182.03
145.56,11.4417,184.46
145.59,12.0068,186.87
145.61,12.6021,189.45
145.63,13.0227,192.06
145.64,13.2276,194.49
145.63,13.2502,196.98
145.61,13.0225,199.49
145.57,12.6493,202.06
145.53,12.1272,204.64
145.48,11.5753,207.0
145.44,10.9772,209.57
145.39,10.3872,212.12
145.34,9.8657,214.68
145.29,9.5226,217.21
145.25,9.2621,219.7
145.19,9.1339,222.16
145.14,9.0114,224.62
145.09,8.8901,227.24
145.03,8.753,229.67
144.98,8.5911,232.31
144.93,8.4268,234.96
144.87,8.3272,237.6
144.81,8.1989,240.2
144.76,8.1352,242.8
144.7,8.0782,245.37
144.65,8.012,247.93
144.59,7.9686,250.49
144.54,7.9601,253.01
144.49,7.9858,255.5
144.44,7.9665,257.98
144.39,7.9913,260.47
144.34,7.9824,262.92
144.28,7.9993,265.41
144.23,7.9976,267.83
144.18,8.0001,270.46
144.13,7.9752,273.05
144.07,7.9866,275.64
144.02,7.9706,278.22
143.97,7.9985,280.76
143.92,7.9828,283.26
143.86,8.0273,285.74
143.81,8.0684,288.34
143.76,8.104,290.77
143.71,8.1233,293.35
143.65,8.1387,295.92
143.62,8.1674,297.37
143.62,8.1533,297.37
143.62,8.1633,297.37
143.62,8.184,297.37
143.62,8.1601,297.37
143.62,8.1764,297.37
143.62,8.1831,297.37
143.62,8.1593,297.37
143.62,8.1574,297.37
143.69,8.1763,297.35
143.92,8.1638,297.32
144.32,8.1871,297.31
144.88,8.1538,297.32
145.59,8.1716,297.37
146.43,8.16,297.44
147.44,8.1257,297.52
148.62,8.096,297.56
149.9,8.0304,297.55
149.9,8.0271,297.55
149.9,8.0201,297.55
149.9,8.0112,297.55
149.9,8.0031,297.55
149.9,8.0348,297.55
149.9,8.0319,297.55
149.9,8.0457,297.55
149.9,8.062,297.55
149.9,8.0459,297.54
149.88,8.0413,297.4
149.85,8.0641,297.09
149.86,8.0346,296.6
149.93,8.0355,295.95
150.06,8.0103,295.14
150.19,8.0125,294.16
150.23,7.9804,293.0
150.15,7.9939,291.65
149.98,7.9814,290.14
149.79,8.0081,288.49
149.67,8.0148,286.61
149.69,8.0023,284.54
149.87,7.9817,282.29
150.13,7.9528,279.88
150.42,7.9502,277.26
150.64,7.8913,274.59
150.67,7.8827,271.91
150.56,7.8243,269.23
150.44,7.8071,266.54
150.32,7.7956,263.87
150.21,7.7747,261.42
150.1,7.749,258.98
150.0,7.7272,256.56
149.89,7.7146,254.09
149.78,7.7612,251.65
149.67,7.8051,249.2
149.57,7.8889,246.77
149.46,8.0029,244.32
149.36,8.1607,241.86
149.25,8.3101,239.42
149.15,8.4596,236.98
149.04,8.6075,234.52
148.93,8.7836,232.03
148.83,8.9297,229.52
148.72,9.0419,226.99
148.61,9.1441,224.47
148.51,9.2475,221.95
148.4,9.3822,219.41
148.29,9.6053,216.9
148.19,9.9557,214.41
148.08,10.3886,211.98
147.97,10.9116,209.59
147.86,11.5184,207.05
147.76,12.0481,204.65
147.64,12.531,202.22
147.52,12.8767,199.68
147.39,13.0727,197.07
147.25,13.1041,194.64
147.1,12.9461,192.15
147.0,12.5867,189.56
147.01,12.0314,186.9
147.06,11.5259,184.51
147.12,11.0348,182.09
147.16,10.6731,179.67
147.19,10.483,176.98
147.21,10.4786,174.37
147.22,10.5757,171.8
147.23,10.7092,169.28
147.23,10.7733,166.74
147.23,10.7642,164.15
147.22,10.6588,161.55
147.2,10.5507,158.92
147.19,10.4715,156.29
147.19,10.3876,153.63
147.18,10.3252,150.95
147.18,10.25,148.3
147.16,10.2245,145.63
147.14,10.1508,142.96
147.09,10.0069,140.54
147.0,9.7873,138.11
146.89,9.4848,135.62
146.75,9.1154,133.13
146.6,8.7353,130.66
146.47,8.3115,128.21
146.44,7.9784,125.75
146.53,7.7427,123.28
146.66,7.6111,120.82
146.8,7.5759,118.38
146.97,7.6024,115.66
147.09,7.6583,112.95
147.09,7.7339,110.24
147.0,7.7976,107.52
146.92,7.8413,105.08
146.82,7.8733,102.35
146.74,7.9122,99.87
146.65,7.9344,97.37
146.56,7.9125,94.87
146.47,7.9162,92.39
146.39,7.8863,89.9
146.3,7.8933,87.45
146.21,7.8524,84.98
146.13,7.7919,82.52
146.04,7.7551,80.03
145.95,7.722,77.56
145.85,7.6705,74.83
145.76,7.5944,72.12
145.67,7.5725,69.43
145.57,7.5617,66.73
145.48,7.5557,64.06
145.39,7.509,61.35
145.29,7.5065,58.64
145.2,7.5163,55.94
145.11,7.53,53.24
145.02,7.5306,50.6
144.93,7.5377,47.95
144.84,7.5722,45.36
144.76,7.5838,42.79
144.67,7.6185,40.27
144.59,7.638,37.79
144.5,7.6992,35.1
144.42,7.7412,32.46
144.33,7.7772,29.84
144.25,7.8609,27.17
144.17,7.9085,24.58
144.09,7.9183,21.97
144.01,7.9851,19.42
143.93,8.0189,16.77
143.85,8.0237,14.3
143.77,8.0214,11.71
143.69,8.051,9.13
143.61,8.063,6.61
143.53,8.0595,4.06
143.45,8.0569,1.51
143.43,8.0601,0.97
143.43,8.0688,0.97
143.43,8.0688,0.97
143.43,8.0659,0.97
143.43,8.0697,0.97
143.43,8.0749,0.97
143.43,8.0572,0.97
143.43,8.0757,0.97
143.44,8.0815,0.97
143.56,8.0657,0.99
143.86,8.0578,1.0
144.31,8.0811,1.0
144.95,8.0739,0.96
145.77,8.0773,0.87
146.77,8.0533,0.78
147.89,8.0635,0.75
148.52,8.0359,0.76
148.52,8.0458,0.76
148.52,8.0468,0.76
148.52,8.0561,0.76
148.52,8.0268,0.76
148.52,8.0286,0.76
148.52,8.0369,0.76
148.52,8.0436,0.76
148.52,8.0335,0.82
148.5,8.0433,1.04
148.49,8.0268,1.43
148.5,8.0221,1.99
148.51,8.0334,2.7
148.53,8.0259,3.59
148.56,8.0363,4.65
148.59,8.0366,5.87
148.62,8.0211,7.25
148.65,7.994,8.81
148.69,8.0171,10.53
148.74,7.9923,12.42
148.78,7.9656,14.46
148.83,7.9225,16.68
148.89,7.8773,19.07
148.95,7.8316,21.57
149.0,7.7777,24.08
149.06,7.7329,26.59
149.12,7.6875,29.1
149.18,7.5998,31.6
149.23,7.5642,34.09
149.29,7.4917,36.58
149.35,7.4475,39.06
149.41,7.424,41.55
149.47,7.3771,44.06
149.53,7.3084,46.57
149.6,7.2906,49.09
149.66,7.2723,51.58
149.72,7.2509,54.31
149.79,7.2367,57.05
149.86,7.2421,59.77
149.93,7.2601,62.47
150.0,7.2914,65.18
150.07,7.3549,67.88
150.14,7.4019,70.58
150.22,7.5275,73.26
150.29,7.6592,75.95
150.36,7.7871,78.66
150.44,7.8522,81.35
150.51,7.9147,83.97
150.58,7.9381,86.61
150.66,7.951,89.19
150.73,7.9351,91.81
150.81,7.889,94.34
150.88,7.8285,96.86
150.95,7.7759,99.42
151.03,7.7199,101.96
151.1,7.6588,104.51
151.18,7.6096,107.06
151.25,7.529,109.62
151.32,7.422,112.17
151.39,7.3421,114.73
151.46,7.2182,117.28
151.54,7.1072,119.84
151.61,6.9718,122.42
151.69,6.8947,124.98
151.77,6.9164,127.52
151.88,7.0,130.04
152.01,7.179,132.55
152.14,7.4157,135.05
152.3,7.6903,137.53
152.43,7.9039,140.04
152.49,8.1447,142.55
152.41,8.3308,145.05
152.28,8.4956,147.52
152.13,8.6583,150.07
151.98,8.8519,152.59
151.88,9.0555,155.12
151.86,9.2602,157.68
151.86,9.5231,160.22
151.87,9.8222,162.75
151.88,10.0727,165.28
151.87,10.2541,167.82
151.86,10.3867,170.39
151.84,10.5021,172.89
151.82,10.655,175.37
151.81,10.8256,177.84
151.78,11.0962,180.3
151.75,11.4604,182.75
151.72,11.8624,185.19
151.69,12.2033,187.64
151.65,12.4797,190.31
151.62,12.6966,192.95
151.58,12.7469,195.46
151.53,12.7202,198.08
151.47,12.5418,200.67
151.4,12.1605,203.29
151.33,11.7142,205.71
151.25,11.1256,208.32
151.17,10.598,210.94
151.09,10.1128,213.47
151.01,9.7413,215.98
150.94,9.4966,218.47
150.87,9.3404,220.9
150.78,9.2211,223.53
150.7,9.1232,226.15
150.62,9.0152,228.75
150.54,8.8734,231.37
150.47,8.7154,233.79
150.39,8.5276,236.42
150.32,8.3426,238.89
150.25,8.1756,241.3
150.17,8.0158,243.94
150.09,7.9003,246.5
150.01,7.789,249.05
149.94,7.7355,251.59
149.86,7.732,254.1
149.79,7.7364,256.58
149.72,7.7902,259.03
149.66,7.8174,261.47
149.58,7.8469,264.11
149.51,7.8793,266.72
149.44,7.9126,269.32
149.36,7.9099,271.92
149.29,7.942,274.5
149.22,7.9533,277.08
149.14,7.9922,279.63
149.07,8.0138,282.18
149.0,8.0133,284.65
148.93,8.0252,287.09
148.86,8.049,289.7
148.79,8.0838,292.27
148.71,8.0832,294.86
148.64,8.1171,297.44
148.56,8.105,300.0
148.55,8.1285,300.0
148.55,8.1152,300.0
148.55,8.1296,300.0
148.55,8.141,300.0
148.55,8.174,300.0
148.55,8.1715,300.0
148.55,8.1028,300.0
148.55,8.0995,300.0
148.57,8.1028,300.0
148.73,8.0961,299.99
149.06,8.0969,299.97
149.54,8.0507,299.98
150.17,8.0006,300.0
150.96,7.9653,300.0
151.91,7.8868,300.0
153.03,7.7312,300.0
153.36,7.6871,300.0
153.36,7.6944,300.0
153.36,7.6952,300.0
153.36,7.7092,300.0
153.36,7.7983,300.0
153.36,7.5355,300.0
153.36,7.5973,300.0
153.36,7.7,300.0
153.36,7.7649,300.0
153.35,7.7914,299.93
153.31,7.7402,299.68
153.3,7.6944,299.25
153.35,7.6557,298.66
153.44,7.711,297.9
153.56,7.6803,296.98
153.64,7.6323,295.87
153.62,7.6238,294.57
153.49,7.6491,293.12
153.29,7.6819,291.51
153.11,7.7058,289.73
153.02,7.7387,287.74
153.06,7.7549,285.57
153.21,7.7461,283.2
153.37,7.74,280.62
153.53,7.7675,277.99
153.59,7.7647,275.33
153.52,7.7385,272.67
153.42,7.7259,269.98
153.33,7.6904,267.54
153.24,7.6741,265.09
153.15,7.6144,262.63
153.06,7.6039,260.14
152.96,7.5693,257.67
152.87,7.6043,255.19
152.78,7.6335,252.7
152.69,7.7403,250.23
152.6,7.8277,247.75
152.51,7.9912,245.29
152.42,8.1301,242.81
152.32,8.3045,240.33
152.23,8.4647,237.85
152.13,8.6393,235.34
152.04,8.8249,232.77
151.94,8.956,230.22
151.85,9.0866,227.65
151.75,9.1586,225.06
151.65,9.2871,222.42
151.55,9.4074,219.76
151.45,9.627,217.04
151.35,9.9767,214.37
151.25,10.4166,211.74
151.15,10.941,209.15
151.06,11.5215,206.64
150.96,12.015,204.21
150.87,12.4292,201.73
150.76,12.7091,199.12
150.63,12.8178,196.43
150.51,12.8149,193.98
150.37,12.6478,191.32
150.22,12.3362,188.66
150.06,11.9153,185.99
149.95,11.5001,183.58
149.91,11.0841,181.14
149.86,10.8064,178.69
149.8,10.5971,175.98
149.74,10.5647,173.32
149.68,10.5674,170.77
149.62,10.5432,168.2
149.55,10.4721,165.59
149.46,10.3214,162.96
149.37,10.1708,160.32
149.29,9.9912,157.65
149.21,9.8912,154.98
149.14,9.7665,152.31
149.08,9.7232,149.62
149.02,9.655,146.92
148.97,9.5905,144.24
148.88,9.4817,141.54
148.78,9.2926,139.13
148.64,9.0435,136.65
148.47,8.6988,134.18
148.32,8.3439,131.72
148.26,7.9607,129.24
148.32,7.6535,126.75
148.43,7.459,124.27
148.57,7.3724,121.81
148.72,7.373,119.34
148.86,7.4246,116.92
148.99,7.4879,114.48
149.01,7.5903,111.8
148.94,7.6714,109.09
148.87,7.7315,106.67
148.79,7.7732,104.23
148.71,7.8364,101.75
148.63,7.8463,99.26
148.55,7.8697,96.73
148.47,7.8804,94.2
148.39,7.8884,91.66
148.31,7.8983,89.16
148.23,7.9068,86.71
148.14,7.8591,83.97
148.07,7.7984,81.51
147.98,7.7203,78.78
147.89,7.6341,76.05
147.81,7.5655,73.36
147.72,7.4844,70.7
147.64,7.4374,68.05
147.55,7.4143,65.35
147.47,7.3875,62.64
147.38,7.3889,59.93
147.3,7.395,57.23
147.22,7.3925,54.57
147.14,7.3987,51.95
147.06,7.4037,49.37
146.99,7.4461,46.83
146.91,7.491,44.31
146.84,7.4945,41.8
146.76,7.5461,39.31
146.69,7.5915,36.84
146.62,7.6316,34.43
146.54,7.6989,31.73
146.46,7.7439,29.07
146.38,7.8125,26.42
146.3,7.8578,23.76
146.23,7.9089,21.14
146.15,7.9292,18.56
146.08,7.9575,16.11
146.0,8.0111,13.63
145.92,8.0218,11.08
145.84,8.0328,8.44
145.77,8.0548,5.92
145.69,8.0577,3.39
145.63,8.056,1.31
145.63,8.0559,1.31
145.63,8.0533,1.31
145.63,8.056,1.31
145.63,8.066,1.31
145.63,8.0701,1.31
145.63,8.0582,1.31
145.63,8.0497,1.31
145.63,8.0769,1.31
145.67,8.0563,1.31
145.86,8.0705,1.31
146.23,8.0493,1.32
146.79,8.0481,1.34
147.5,8.0527,1.37
148.41,8.0475,1.39
149.49,8.0306,1.43
150.76,8.0226,1.47
152.17,8.0306,1.51
152.48,8.0107,1.52
152.48,8.0264,1.52
152.48,8.0196,1.52
152.48,8.0236,1.52
152.48,8.0103,1.52
152.48,8.0216,1.52
152.48,8.0057,1.52
152.48,8.0174,1.52
152.48,8.0195,1.52
152.46,7.9972,1.6
152.41,8.0167,1.84
152.4,8.0242,2.24
152.46,8.0217,2.86
152.61,8.0005,3.64
152.79,8.0238,4.6
152.92,7.9828,5.76
152.91,8.0017,6.99
152.73,7.9817,8.42
152.43,7.9675,10.04
152.13,7.962,11.84
151.94,7.912,13.8
151.97,7.8802,15.89
152.19,7.8219,18.1
152.45,7.7617,20.41
152.66,7.6914,23.13
152.7,7.6496,25.57
152.57,7.5776,28.03
152.36,7.535,30.55
152.14,7.4665,33.08
151.95,7.4111,35.62
151.91,7.3794,38.09
151.99,7.3275,40.53
152.09,7.2708,42.96
152.19,7.2228,45.39
152.29,7.1807,47.82
152.4,7.1398,50.27
152.51,7.1126,53.0
152.62,7.0982,55.73
152.73,7.1033,58.43
152.84,7.1041,61.15
152.95,7.1586,63.84
153.06,7.2152,66.51
153.18,7.3469,69.21
153.29,7.5296,71.86
153.4,7.6937,74.55
153.51,7.8713,77.25
153.61,7.9878,79.68
153.73,8.0923,82.37
153.85,8.1295,85.08
153.98,8.1063,87.72
154.1,8.0528,90.35
154.23,7.95,92.98
154.36,7.8416,95.61
154.48,7.734,98.22
154.61,7.6399,100.81
154.74,7.5343,103.38
154.86,7.4611,105.94
154.99,7.3549,108.51
155.12,7.2484,111.11
155.25,7.114,113.72
155.37,6.9516,116.36
155.5,6.7912,119.03
155.62,6.5932,121.69
155.75,6.4235,124.33
155.88,6.2312,127.01
156.01,6.1018,129.71
156.15,6.0498,132.37
156.29,6.0461,134.98
156.45,6.1271,137.61
156.51,6.2483,140.21
156.49,6.4418,142.78
156.45,6.5995,145.36
156.4,6.783,147.94
156.34,6.9617,150.53
156.3,7.1522,153.13
156.3,7.4658,155.72
156.34,7.878,158.31
156.4,8.3653,160.83
156.47,8.8408,163.37
156.54,9.3554,165.89
156.6,9.8129,168.39
156.67,10.2516,170.88
156.73,10.6618,173.38
156.8,11.048,175.91
156.87,11.4011,178.41
156.94,11.7307,180.92
157.02,12.0331,183.43
157.1,12.293,185.92
157.19,12.4665,188.38
157.29,12.6106,191.06
157.39,12.6672,193.62
157.5,12.6518,196.15
157.6,12.5153,198.69
157.71,12.2638,201.17
157.81,11.8683,203.67
157.91,11.4054,206.07
158.02,10.8721,208.66
158.12,10.3899,211.19
158.22,9.9499,213.71
158.33,9.6068,216.22
158.43,9.3809,218.69
158.55,9.2076,221.33
158.67,9.1019,223.97
158.79,9.0534,226.54
158.9,8.9654,229.12
159.02,8.8818,231.69
159.14,8.7557,234.32
159.26,8.6173,236.94
159.38,8.4684,239.57
159.49,8.3132,242.19
159.61,8.1683,244.82
159.73,8.0458,247.43
159.84,7.9284,250.03
159.96,7.7957,252.62
160.08,7.6898,255.21
160.19,7.6063,257.79
160.3,7.505,260.33
160.42,7.4117,262.88
160.53,7.3067,265.43
160.65,7.2136,267.99
160.76,7.0852,270.53
160.87,6.9565,273.08
160.98,6.8498,275.6
161.09,6.7366,278.11
161.19,6.5887,280.6
161.29,6.3877,283.05
161.37,6.1672,285.54
161.46,5.9281,288.01
161.56,5.787,290.56
161.69,5.7159,292.99
161.86,5.7648,295.57
162.04,5.7359,298.07
162.05,5.7293,298.11
162.05,5.7436,298.11
162.05,5.7201,298.11
162.05,5.8332,298.11
162.05,5.9283,298.11
162.05,6.0127,298.11
162.05,5.9447,298.11
162.05,5.9211,298.11
162.06,5.9206,298.11
162.21,5.9025,298.09
162.51,5.8428,298.07
163.01,5.7188,298.08
163.65,5.6012,298.14
164.48,5.4375,298.25
165.42,5.2707,298.35
166.57,5.1129,298.38
167.1,5.0256,298.36
167.1,5.0246,298.36
167.1,5.0187,298.36
167.1,5.0163,298.36
167.1,4.8713,298.36
167.1,4.8507,298.36
167.1,4.5822,298.36
167.1,4.6347,298.36
167.09,4.6818,298.31
167.07,4.6389,298.08
167.06,4.8594,297.67
167.07,4.8117,297.07
167.13,4.6937,296.3
167.21,4.5743,295.32
167.31,4.465,294.18
167.39,4.3806,292.87
167.41,4.3159,291.4
167.38,4.3738,289.82
167.36,4.4801,287.94
167.34,4.6741,285.94
167.33,4.9293,283.77
167.32,5.2091,281.47
167.31,5.4802,278.96
167.29,5.7114,276.34
167.26,5.9257,273.72
167.24,6.1385,271.11
167.21,6.3541,268.47
167.19,6.5682,265.81
167.16,6.7987,263.14
167.13,7.0055,260.47
167.1,7.1366,258.01
167.07,7.2809,255.52
167.04,7.3772,253.01
167.01,7.5128,250.5
166.98,7.6727,247.98
166.95,7.8853,245.45
166.92,8.0549,242.95
166.89,8.2305,240.41
166.87,8.4154,237.86
166.83,8.5473,235.25
166.8,8.6348,232.65
166.77,8.6875,230.02
166.73,8.694,227.35
166.69,8.7312,224.67
166.65,8.7539,222.01
166.62,8.8807,219.34
166.6,9.0544,216.67
166.58,9.3335,213.96
166.56,9.6684,211.25
166.55,9.9867,208.83
166.55,10.3472,206.42
166.56,10.7595,203.97
166.58,11.1987,201.52
166.6,11.6243,199.06
166.61,12.0792,196.63
166.63,12.4755,194.19
166.63,12.8826,191.55
166.63,13.1972,188.84
166.62,13.352,186.24
166.62,13.3981,183.57
166.63,13.2865,181.11
166.66,12.9651,178.57
166.7,12.4634,175.99
166.77,11.8084,173.33
166.86,10.9704,170.74
166.96,10.0762,168.27
167.05,9.1527,165.88
167.16,8.1429,163.46
167.26,7.2079,161.07
167.35,6.3371,158.65
167.45,5.531,156.16
167.54,4.9189,153.61
167.61,4.4794,151.22
167.7,4.1262,148.5
167.78,3.924,145.84
167.86,3.8648,143.22
167.94,3.9167,140.62
168.03,4.0152,138.12
168.13,4.208,135.65
168.22,4.4205,133.2
168.33,4.681,130.5
168.43,4.9567,127.79
168.54,5.2426,125.09
168.64,5.4963,122.65
168.75,5.7831,119.96
168.85,6.0571,117.27
168.95,6.3095,114.57
169.05,6.532,111.85
169.15,6.7011,109.14
169.25,6.8605,106.42
169.35,7.0566,103.75
169.45,7.2463,101.1
169.55,7.4767,98.5
169.64,7.7206,95.96
169.74,7.9819,93.46
169.83,8.2471,90.99
169.92,8.4522,88.51
170.01,8.6377,86.02
170.1,8.7479,83.57
170.17,8.7815,81.12
170.25,8.7529,78.68
170.32,8.6989,76.22
170.4,8.5758,73.74
170.48,8.475,71.25
170.56,8.3522,68.78
170.64,8.3387,66.34
170.71,8.3125,63.89
170.78,8.3489,61.2
170.84,8.4373,58.75
170.91,8.4484,56.29
170.98,8.4764,53.79
171.05,8.4229,51.32
171.13,8.3554,48.8
171.21,8.2914,46.29
171.28,8.2613,43.8
171.35,8.2359,41.36
171.41,8.2582,38.89
171.45,8.3763,36.4
171.5,8.4462,33.93
171.53,8.5971,31.47
171.61,8.6386,28.82
171.7,8.6131,26.17
171.8,8.5826,23.59
171.89,8.4982,21.04
171.97,8.4166,18.49
172.06,8.3242,16.02
172.15,8.2046,13.57
172.24,8.0657,10.91
172.33,7.9553,8.35
172.42,7.9001,5.73
172.51,7.9072,3.13
172.59,7.8958,0.7
172.59,7.9021,0.67
172.59,7.8992,0.67
172.59,7.872,0.67
172.59,7.8779,0.67
172.59,7.8821,0.67
172.59,7.9069,0.67
172.59,7.8757,0.67
172.59,7.9089,0.67
172.6,7.9021,0.67
172.75,7.9051,0.68
173.07,7.9089,0.7
173.56,7.8884,0.69
174.21,7.8821,0.65
175.02,7.9227,0.56
175.98,7.9246,0.48
177.08,7.9347,0.45
177.68,7.9578,0.47
177.68,7.9554,0.47
177.68,7.938,0.47
177.68,7.9354,0.47
177.68,7.9433,0.47
177.68,8.0189,0.47
177.68,7.9667,0.47
177.68,7.9857,0.47
177.68,7.991,0.53
177.66,7.9988,0.78
177.65,8.0088,1.23
177.68,8.0611,1.85
177.71,8.0042,2.66
177.75,8.076,3.65
177.8,8.138,4.81
177.85,8.2487,6.13
177.91,8.3733,7.61
177.97,8.5672,9.18
178.05,8.73,11.07
178.12,9.0032,13.11
178.19,9.285,15.33
178.26,9.6447,17.7
178.3,10.1312,20.18
178.34,10.6269,22.71
178.38,11.0567,25.22
178.45,11.4131,27.76
178.57,11.6246,30.17
178.74,11.7457,32.65
179.01,11.6766,35.23
179.31,11.4384,37.89
179.5,11.1292,40.3
179.51,10.6921,42.73
179.39,10.2187,45.14
179.2,9.8684,47.57
178.97,9.6571,49.99
178.74,9.5748,52.71
178.64,9.6869,55.41
178.73,9.7399,58.11
179.0,9.7285,60.82
179.31,9.6674,63.23
179.52,9.469,65.66
179.58,9.1999,68.12
179.45,8.8726,70.61
179.2,8.6136,73.1
178.91,8.3876,75.58
178.67,8.1956,78.09
178.59,8.1018,80.58
178.68,7.9261,83.08
178.86,7.8257,85.55
179.05,7.652,88.28
179.14,7.4576,90.74
179.1,7.3056,93.46
178.98,7.1825,95.92
178.83,7.0683,98.36
178.69,6.9291,100.79
178.59,6.8371,103.23
178.59,6.7394,105.7
178.65,6.5891,108.2
178.72,6.436,110.71
178.79,6.2275,113.26
178.86,5.968,115.78
178.92,5.6559,118.25
178.99,5.3799,120.74
179.05,5.1157,123.26
179.12,4.9023,125.74
179.18,4.7265,128.18
179.24,4.6177,130.62
179.3,4.5373,133.35
179.36,4.5379,136.07
179.4,4.6704,138.75
179.43,4.869,141.37
179.43,5.1503,143.97
179.42,5.4775,146.54
179.38,5.929,149.07
179.33,6.4144,151.54
179.26,6.9395,153.99
179.17,7.6043,156.59
179.07,8.2932,159.15
178.97,8.9948,161.61
178.86,9.7203,164.01
178.75,10.4644,166.56
178.64,11.1758,169.07
178.53,11.8245,171.63
178.43,12.3873,174.22
178.31,12.702,176.61
178.17,12.7792,179.11
177.99,12.6411,181.71
177.75,12.2586,184.33
177.52,11.691,186.76
177.37,10.9853,189.25
177.36,10.1512,191.76
177.47,9.3231,194.24
177.62,8.5008,196.78
177.8,7.7954,199.33
178.02,7.2541,201.87
178.21,6.8827,204.35
178.3,6.6693,206.95
178.3,6.5935,209.44
178.21,6.6517,211.9
178.08,6.8065,214.49
177.95,6.9848,217.09
